REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RW0269654	DISTRIBUTOR	CARDINAL HEALTH	null	1120 COMMERCE BLVD	null	SWEDESBORO	NJ	8085	GLOUCESTER	BC6213374	CHAIN PHARMACY	PENNSYLVANIA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02408	802 LANSDOWNE AVENUE	null	DREXEL HILL	PA	19026	DELAWARE	S	9143	63481062970	OXYCODONE	4.0	null	null	124614633	null	null	12192012	3.5860000000000003	400.0	1212055845	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PP0220828	DISTRIBUTOR	KROGER LIMITED PARTNERSHIP II	null	DBA PEYTON'S NORTHERN	1111 SOUTH ADAMS STREET	BLUFFTON	IN	46714	WELLS	BK8350251	CHAIN PHARMACY	KROGER CO OF MICHIGAN 576	null	531 WEST MAIN STREET	null	MILAN	MI	48160	MONROE	S	9193	00603388721	HYDROCODONE	1.0	null	null	null	null	null	07282012	0.6054	100.0	25524	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kroger	10.0
RA0314562	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	6305 LASALLE DR	null	LOCKBOURNE	OH	43137	FRANKLIN	AC6155596	RETAIL PHARMACY	LOFINO'S PHARMACY	null	3245 SEAJAY DRIVE	null	BEAVERCREEK	OH	45430	MONTGOMERY	S	9193	00591050201	HYDROCODONE	1.0	null	null	null	null	null	03122012	0.45405	100.0	31613	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	7.5
RW0152467	DISTRIBUTOR	WALGREEN CO	null	DBA WALGREENS	5100 LAKE TERRACE NE	MOUNT VERNON	IL	62864	JEFFERSON	BW6745509	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 05003	13992 MANCHESTER RD	null	BALLWIN	MO	63011	SAINT LOUIS	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	null	03082012	3.0269999999999997	1000.0	10447	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RC0238104	DISTRIBUTOR	CARDINAL HEALTH	null	2512 WESTCOTT BLVD	null	KNOXVILLE	TN	37931	KNOX	FS3071797	RETAIL PHARMACY	ST. CLAIR PHARMACY LLC	DBA MEDICINE SHOPPE 1727	270 INDUSTRIAL BLVD	null	LEESBURG	AL	35983	CHEROKEE	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	05102012	2.27025	500.0	1205035875	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
RR0236073	DISTRIBUTOR	RITE AID MID-ATLANTIC	null	CUSTOMER SUPPORT CENTER	601 CHELSEA ROAD	ABERDEEN	MD	21001	HARFORD	BR4954841	CHAIN PHARMACY	RITE AID OF INDIANA, INC.	RITE AID #4654	7505 STATE ROUTE 311	null	SELLERSBURG	IN	47172	CLARK	S	9193	00603389121	HYDROCODONE	8.0	null	null	null	null	null	10032012	3.6324	800.0	6498	HYDROCODONE BITARTRATE/ACETA 7.5MG/3	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Rite Aid	7.5
RW0186278	DISTRIBUTOR	WAL-MART WAREHOUSE #32	null	13231 11TH AVENUE	null	HANFORD	CA	93230	KINGS	BW2317205	CHAIN PHARMACY	WAL-MART PHARMACY 10-1456	null	125 NORTH 2ND STREET	null	EVANSTON	WY	82930	UINTA	S	9193	00406035801	HYDROCODONE	1.0	null	null	null	null	null	09122012	0.45405	100.0	1209021774	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RC0315108	DISTRIBUTOR	CVS PHARMACY, INC.	null	225 HARPERS LANDING BLVD	null	CONROE	TX	77385	MONTGOMERY	BC5352529	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 07279	108 N WASHINGTON AVE	null	CLEVELAND	TX	77327	LIBERTY	S	9193	00406036305	HYDROCODONE	1.0	null	null	null	null	null	07242012	3.0269999999999997	500.0	16457	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	10.0
RM0328408	DISTRIBUTOR	MCKESSON CORPORATION	null	3301 POLLOK DRIVE	null	CONROE	TX	77303	MONTGOMERY	FL3170800	CHAIN PHARMACY	LOUISIANA CVS PHARMACY, L.L.C.	DBA CVS/PHARMACY # 10145	1401 VETERANS BLVD.	null	METAIRIE	LA	70005	JEFFERSON	S	9143	63481062970	OXYCODONE	1.0	null	null	122277030	null	null	06272012	0.8965	100.0	1206063816	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RL0330148	MANUFACTURER	LAKE ERIE MEDICAL	DBA QUALITY CARE PRODUCTS LLC	6920 HALL STREET	SUITES 3,4,5 &6	HOLLAND	OH	43528	LUCAS	FJ1908702	PRACTITIONER	JOHNSON, JOHN H  MD	null	200 HOSPITAL DRIVE	SUITE 6	TYRONE	PA	16686	BLAIR	S	9143	35356009130	OXYCODONE	3.0	null	null	113090422	null	null	05082012	1.6137	90.0	393	OXYCONTIN 20MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Lake Erie Medical DBA: Quality Care Products LLC	Lake Erie Medical DBA: Quality Care Products LLC	Lake Erie Medical	20.0
RM0138328	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4012 S PURDUE AVE	OKLAHOMA CITY	OK	73179	OKLAHOMA	AR2170556	RETAIL PHARMACY	R AND S DRUG STORES	STORE #1	821 MAIN STREET	null	DUNCAN	OK	73533	STEPHENS	S	9143	60951079770	OXYCODONE	2.0	null	null	12X000018	null	null	01272012	1.7930000000000001	200.0	1201080845	ENDOCET TABS - 10MG OXYCODONE.HCL &	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RM0328408	DISTRIBUTOR	MCKESSON CORPORATION	null	3301 POLLOK DRIVE	null	CONROE	TX	77303	MONTGOMERY	AW8560458	RETAIL PHARMACY	WALKER BROS DRUG	WALKER BROS DRUG	200 EAST PALMETTO	PO BOX 216	PLAIN DEALING	LA	71064	BOSSIER	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	null	07182012	3.0269999999999997	500.0	1207031360	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW9387235	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 09385	2012 S UNION	null	ALLIANCE	OH	44601	STARK	S	9193	00074197314	HYDROCODONE	1.0	null	null	null	null	null	05042012	0.45405	100.0	24346	VICODIN ES TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Walgreen Co	7.5
RT0223874	DISTRIBUTOR	THRIFTY PAYLESS INC	null	DBA WOODLAND DISTRIBUTION CTR	1755 EAST BEAMER STREET	WOODLAND	CA	95776	YOLO	BT5235127	CHAIN PHARMACY	THRIFTY PAYLESS INC.	RITE AID #6001	571 BELLEVUE ROAD	null	ATWATER	CA	95301	MERCED	S	9193	00603388621	HYDROCODONE	3.0	null	null	null	null	null	09182012	1.8162	300.0	9287	HYDROCODONE BITARTRATE AND ACETA 10M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Thrifty Payless Inc	10.0
PM0000771	DISTRIBUTOR	MCKESSON CORPORATION	null	1515 KENDRICK LANE	null	LAKELAND	FL	33805	POLK	BW4396962	CHAIN PHARMACY	WINN-DIXIE PHARMACY #2250	null	1531 E SILVER STAR ROAD	null	OCOEE	FL	34761	ORANGE	S	9143	53746020401	OXYCODONE	5.0	null	null	116522693	null	null	06202012	4.4825	500.0	1206058344	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	McKesson Corporation	10.0
RA0316958	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORPORATION	null	501 PATRIOT PARKWAY	null	ROANOKE	TX	76262	DENTON	FM1594654	RETAIL PHARMACY	MATLOCK PHARMACY	null	3360 MATLOCK ROAD, SUITE # 100	null	ARLINGTON	TX	76015	TARRANT	S	9193	00591050305	HYDROCODONE	1.0	null	null	null	null	null	04042012	3.0269999999999997	500.0	30088	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	10.0
PM0124723	DISTRIBUTOR	CVS PHARMACY INC	null	150 INDUSTRIAL DR., WRHS #2	null	NORTH SMITHFIELD	RI	2896	PROVIDENCE	BC6589761	CHAIN PHARMACY	CVS PHARMACY, INC.	DBA: CVS/PHARMACY  # 02282	703 GALLIVAN BOULEVARD	null	DORCHESTER	MA	2124	SUFFOLK	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	null	02142012	2.27025	500.0	38799	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
PM0000771	DISTRIBUTOR	MCKESSON CORPORATION	null	1515 KENDRICK LANE	null	LAKELAND	FL	33805	POLK	BR9508954	RETAIL PHARMACY	RX PERT#1 LLC	null	2177 KINGSLEY AVE	SUITE 1	ORANGE PARK	FL	32073	CLAY	S	9143	00228287811	OXYCODONE	12.0	null	null	12X000183	null	null	07252012	16.137	1200.0	1207010125	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15.0
RW0204026	DISTRIBUTOR	WALGREEN CO	null	DBA: WALGREEN WAREHOUSE	2370 E MAIN STREET	WOODLAND	CA	95776	YOLO	AW4300517	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 00993	855 COLUSA AVE	null	YUBA CITY	CA	95991	SUTTER	S	9143	00228287911	OXYCODONE	4.0	null	null	124635225	null	null	10102012	10.758	400.0	22620	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BB2475184	CHAIN PHARMACY	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	DBA: WALGREENS # 12772	589 N. MCLEAN BLVD.	null	ELGIN	IL	60123	KANE	S	9143	00228287911	OXYCODONE	2.0	null	null	123439384	null	null	10172012	5.379	200.0	444647	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
RW0236009	DISTRIBUTOR	CARDINAL HEALTH	null	3238 DWIGHT RD	null	ELK GROVE	CA	95758	SACRAMENTO	FL1164095	CHAIN PHARMACY	LONGS DRUG STORES CALIFORNIA, L.L.C.	DBA: CVS/PHARMACY  # 09876	699 LEWELLING BLVD	null	SAN LEANDRO	CA	94579	ALAMEDA	S	9143	59011042010	OXYCODONE	2.0	null	null	115730166	null	null	03282012	3.5860000000000003	200.0	1203039233	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
RW0347496	DISTRIBUTOR	WALGREEN CO.	null	DBA: WALGREENS	101 ALLIANCE PARKWAY	WILLIAMSTON	SC	29697	ANDERSON	FW1623847	CHAIN PHARMACY	WALGREEN CO.	DBA: EVERGREEN PACKAGING FAMILY MED CENTER & PHARMACY	123 PARK ST	null	CANTON	NC	28716	HAYWOOD	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	11082012	1.5135	500.0	36176	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	5.0
RO0153609	DISTRIBUTOR	CARDINAL HEALTH	null	71 MIL-ACRES DR	null	WHEELING	WV	26003	OHIO	BT3782249	RETAIL PHARMACY	ACCUSERV PHARMACY	null	5020 CENTRE AVENUE	null	PITTSBURGH	PA	15213	ALLEGHENY	S	9193	00406035701	HYDROCODONE	1.0	null	null	null	null	null	07162012	0.3027	100.0	1207056378	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
RW0282145	DISTRIBUTOR	WAL-MART PHARMACY WHSE #45	null	2250 NORTH 8TH STREET	SUITE 102-A	ROGERS	AR	72756	BENTON	BS8203856	CHAIN PHARMACY	SAM'S PHARMACY 10-6402	null	4418 W WENDOVER AVE.	null	GREENSBORO	NC	27407	GUILFORD	S	9143	00228287911	OXYCODONE	1.0	null	null	123785616	null	null	10082012	2.6895	100.0	1210084445	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Wal-Mart	30.0
PR0205559	DISTRIBUTOR	CVS TN DISTRIBUTION, LLC	null	10017 KINGSTON PIKE	null	KNOXVILLE	TN	37922	KNOX	BR5155379	CHAIN PHARMACY	ALABAMA CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 04908	2525 OAKWOOD AVE	null	HUNTSVILLE	AL	35810	MADISON	S	9193	00406035901	HYDROCODONE	4.0	null	null	null	null	null	09252012	1.8162	400.0	82451	HYDROCODONE BITARTRATE & ACETAMINOPH	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	CVS	7.5
RD0277409	DISTRIBUTOR	MASTERS PHARMACEUTICAL, INC	DBA: RIVER CITY PHARMA	11930 KEMPER SPRINGS	null	CINCINNATI	OH	45240	HAMILTON	BB8760933	RETAIL PHARMACY	BASHAS UNITED DRUG # 109	null	21044 N JOHN WAYNE PKWY	null	MARICOPA	AZ	85139	PINAL	S	9143	10702005701	OXYCODONE	1.0	null	null	122551665	null	null	09202012	1.7930000000000001	100.0	824	OXYCODONE HCI  20 MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	River City Pharma	20.0
RD0108200	DISTRIBUTOR	CARDINAL HEALTH	null	11 CENTENNIAL DRIVE	null	PEABODY	MA	1960	ESSEX	FC0572176	CHAIN PHARMACY	CVS MANCHESTER NH, L.L.C.	DBA: CVS/PHARMACY  # 07932	432 S. MAIN ST.	null	MANCHESTER	NH	3102	HILLSBOROUGH	S	9143	10702005601	OXYCODONE	8.0	null	null	120383264	null	null	07092012	7.172000000000001	800.0	1207020903	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Cardinal Health	10.0
RW0263056	DISTRIBUTOR	CARDINAL HEALTH	null	600 N 83RD AVE	null	TOLLESON	AZ	85353	MARICOPA	AK8200812	CHAIN PHARMACY	K MART PHARMACY #3444	null	9500 MONTGOMERY BLVD N.E	null	ALBUQUERQUE	NM	87111	BERNALILLO	S	9193	00406035805	HYDROCODONE	1.0	null	null	null	null	null	10212012	2.27025	500.0	1210031925	HYDROCODONE BIT/ACETA 7.5MG/500MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
RA0253877	DISTRIBUTOR	ADVANTAGE LOGISTICS	null	533 NORTH MALLICK ROAD	null	OGLESBY	IL	61348	LA SALLE	BS8041903	CHAIN PHARMACY	SUPERVALU PHARMACIES INC	DBA SHOP N SAVE PHARMACY #4545/417	3865 GRAVOIS	null	ST LOUIS	MO	63116	SAINT LOUIS CITY	S	9143	00406055201	OXYCODONE	2.0	null	null	12X130159	null	1000	04082012	0.8965	200.0	292590	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Advantage Logistics	5.0
RW0191926	DISTRIBUTOR	CARDINAL HEALTH	null	7601 N.E. GARDNER AVENUE	null	KANSAS CITY	MO	64120	JACKSON	BM7449348	RETAIL PHARMACY	MEDICAP PHARMACY #364	null	D&S PHARMACY INC	2555 KENSINGTON DR	LINCOLN	NE	68521	LANCASTER	S	9143	10702001801	OXYCODONE	2.0	null	null	12X000061	null	null	09182012	0.8965	200.0	1209020103	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	Cardinal Health	5.0
RM0336950	DISTRIBUTOR	MCKESSON CORPORATION	null	6775 JEFFERSON METROPOLITAN	null	MCCALLA	AL	35111	JEFFERSON	AP3119117	RETAIL PHARMACY	PHIL CAMPBELL DRUGS	null	2962 HWY 237	null	PHIL CAMPBELL	AL	35581	FRANKLIN	S	9193	00603388232	HYDROCODONE	1.0	null	null	null	null	null	11202012	4.5405	1000.0	1211040331	HYDROCODONE BIT & ACETA 7.5MG/500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
PM0023046	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	1900 SOUTH 4490 WEST	SALT LAKE CITY	UT	84104	SALT LAKE	FM2973914	RETAIL PHARMACY	MEIER'S PHARMACY, LLC	ATTN: DEVIN MEIER, PHARMACIST IN CHARGE	4698 HOLLADAY BOULEVARD	null	HOLLADAY	UT	84117	SALT LAKE	S	9143	00228287811	OXYCODONE	1.0	null	null	12X000174	null	null	12312012	1.34475	100.0	1212003823	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15.0
RA0363301	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	120 TRANS AIR DRIVE	null	MORRISVILLE	NC	27560	WAKE	FM2840002	RETAIL PHARMACY	MISSION PHARMACY - TALLULAH	MISSION MEDICAL ASSOCIATES, INC.	409 TALLULAH ROAD	null	ROBBINSVILLE	NC	28771	GRAHAM	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	null	03022012	1.5135	500.0	2259	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	AmerisourceBergen Drug	5.0
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AR2144842	CHAIN PHARMACY	RITE AID OF WEST VIRGINIA, INC.	RITE AID #1359	781 VIRGINIA AVENUE	null	WELCH	WV	24801	MCDOWELL	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	null	07122012	2.27025	500.0	1207030360	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RH0211374	DISTRIBUTOR	HY-VEE	null	1802 OSCEOLA AVENUE	null	CHARITON	IA	50049	LUCAS	BH9064104	CHAIN PHARMACY	HY-VEE PHARMACY (#1039)	null	790 22ND AVE SOUTH	null	BROOKINGS	SD	57006	BROOKINGS	S	9193	00603388728	HYDROCODONE	1.0	null	null	null	null	null	07012012	3.0269999999999997	500.0	5	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Hy-Vee	10.0
RE0356003	DISTRIBUTOR	ECKERD CORPORATION	D/B/A RITE AID LIVERPOOL DISTRIBUTION CENTER (#55)	7245 HENRY CLAY BLVD	null	LIVERPOOL	NY	13088	ONONDAGA	BR5281869	CHAIN PHARMACY	ECKERD CORPORATION	RITE AID #10734	423 SOUTH PETERBORO STREET	null	CANASTOTA	NY	13032	MADISON	S	9193	00406036301	HYDROCODONE	6.0	null	null	null	null	null	04042012	3.6324	600.0	2410	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Eckerd Corporation	10.0
RA0289050	DISTRIBUTOR	AMERISOURCEBERGEN DRUG CORP	null	1851 CALIFORNIA AVE	null	CORONA	CA	92881	RIVERSIDE	FD1944722	RETAIL PHARMACY	DELTA DRUGS	null	2497 EAST LAKE SHORE DRIVE	UNIT B	LAKE ELSINORE	CA	92530	RIVERSIDE	S	9193	00603389028	HYDROCODONE	1.0	null	null	null	null	null	02172012	1.5135	500.0	12021	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	AmerisourceBergen Drug	5.0
RW0347496	DISTRIBUTOR	WALGREEN CO.	null	DBA: WALGREENS	101 ALLIANCE PARKWAY	WILLIAMSTON	SC	29697	ANDERSON	BW0315677	CHAIN PHARMACY	WALGREEN CO.	DBA: WALGREENS # 04169	4001 CHAPMAN HIGHWAY	null	KNOXVILLE	TN	37920	KNOX	S	9193	00591050201	HYDROCODONE	1.0	null	null	null	null	null	11052012	0.45405	100.0	2944	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AM1839705	RETAIL PHARMACY	E&M LINDY PHARMACY	null	178 E MONTAUK HIGHWAY	null	LINDENHURST	NY	11757	SUFFOLK	S	9143	00406853001	OXYCODONE	5.0	null	null	12XCO0015	null	null	11062012	13.4475	500.0	1211010409	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	30.0
RW0133479	DISTRIBUTOR	WAL-MART PHARMACY WAREHOUSE	null	4501 WAL-MART WAY	null	TIFTON	GA	31794	TIFT	BW5455793	CHAIN PHARMACY	WAL-MART PHARMACY 10-0778	null	5001 TAYLOR RD	null	PUNTA GORDA	FL	33950	CHARLOTTE	S	9193	00406036001	HYDROCODONE	1.0	null	null	null	null	null	09032012	0.45405	100.0	1209008558	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Wal-Mart	7.5
RC0221236	DISTRIBUTOR	CARDINAL HEALTH	null	1240 GLUCKSTADT ROAD	null	MADISON	MS	39110	MADISON	BC5286465	CHAIN PHARMACY	HOLIDAY CVS, L.L.C.	DBA: CVS/PHARMACY  # 03139	3555 13TH ST	null	SAINT CLOUD	FL	34769	OSCEOLA	S	9143	00406051201	OXYCODONE	5.0	null	null	113698220	null	null	09252012	2.24125	500.0	1209107605	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PM0001951	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG CO.	4836 SOUTHRIDGE BLVD	MEMPHIS	TN	38141	SHELBY	FM1100077	RETAIL PHARMACY	MIDSOUTH MEDICAL SPECIALTIES LLC	DBA SUPER DRUGS	1433 GOODMAN ROAD	null	HORN LAKE	MS	38637	DESOTO	S	9143	60951071270	OXYCODONE	3.0	null	null	12X000195	null	null	09142012	2.6895	300.0	1209040066	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10.0
RW0294493	DISTRIBUTOR	WALGREEN CO	null	28727 OREGON ROAD	ATTN: C II MANAGER	PERRYSBURG	OH	43551	WOOD	BW9930531	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 10135	298 FIRST AVE	null	NEW YORK	NY	10009	NEW YORK	S	9143	00228287911	OXYCODONE	12.0	null	null	124640612	null	null	11072012	32.274	1200.0	350810	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Walgreen Co	30.0
